Scheme,Category,State,Year,Budget_Crore,Beneficiaries_Lakhs,Growth_Percent,Utilization_Percent,Impact_Score,Citizen_Satisfaction,Infrastructure_Score,Digital_Access_Percent,Budget_Per_Beneficiary,Efficiency_Score
PM Gram Sadak Yojana,Infrastructure,Rajasthan,2022,64124.91,315.25,-3.0,64.4,203.02,69.95,83.67,37.94,203.41,130.74
PM Gram Sadak Yojana,Infrastructure,Rajasthan,2023,52563.24,353.69,30.62,56.94,201.39,44.2,64.28,49.74,148.61,114.67
PM Gram Sadak Yojana,Infrastructure,Rajasthan,2024,81971.86,476.29,63.73,80.32,382.56,55.12,36.33,67.99,172.1,307.27
PM Gram Sadak Yojana,Infrastructure,Rajasthan,2025,62411.87,130.68,59.97,55.05,71.94,93.64,98.79,37.7,477.59,39.6
PM Gram Sadak Yojana,Infrastructure,Rajasthan,2026,79338.14,278.55,43.96,77.63,216.24,41.8,42.56,95.13,284.83,167.87
PM Gram Sadak Yojana,Infrastructure,Gujarat,2022,96691.62,118.93,0.9,89.96,106.99,50.16,88.43,83.77,813.01,96.25
PM Gram Sadak Yojana,Infrastructure,Gujarat,2023,60031.0,153.69,27.45,52.06,80.01,81.27,78.05,73.25,390.6,41.65
PM Gram Sadak Yojana,Infrastructure,Gujarat,2024,57517.28,338.27,84.27,50.92,172.25,72.79,55.08,58.39,170.03,87.71
PM Gram Sadak Yojana,Infrastructure,Gujarat,2025,75779.86,272.4,53.01,99.97,272.32,82.18,41.24,24.31,278.19,272.24
PM Gram Sadak Yojana,Infrastructure,Gujarat,2026,80024.47,303.34,17.57,94.28,285.99,59.07,37.96,58.19,263.81,269.63
PM Gram Sadak Yojana,Infrastructure,Punjab,2022,97516.21,240.69,47.03,58.97,141.93,60.6,99.31,85.38,405.15,83.7
PM Gram Sadak Yojana,Infrastructure,Punjab,2023,53798.02,102.1,7.31,65.55,66.93,41.32,57.63,61.01,526.91,43.87
PM Gram Sadak Yojana,Infrastructure,Punjab,2024,68670.79,431.6,46.57,57.17,246.75,72.33,83.2,42.3,159.11,141.07
PM Gram Sadak Yojana,Infrastructure,Punjab,2025,87227.67,447.89,75.88,67.81,303.71,96.37,69.58,97.67,194.75,205.95
PM Gram Sadak Yojana,Infrastructure,Punjab,2026,83715.9,30.84,-0.29,69.47,21.42,88.49,36.5,50.02,2714.52,14.88
PM Gram Sadak Yojana,Infrastructure,West Bengal,2022,59878.01,352.82,67.73,81.82,288.68,64.51,88.42,77.52,169.71,236.2
PM Gram Sadak Yojana,Infrastructure,West Bengal,2023,49913.8,214.1,42.47,90.84,194.49,53.16,30.72,41.17,233.13,176.67
PM Gram Sadak Yojana,Infrastructure,West Bengal,2024,67138.93,248.51,63.57,57.5,142.89,66.12,44.28,76.02,270.17,82.16
PM Gram Sadak Yojana,Infrastructure,West Bengal,2025,56136.25,297.1,18.11,53.61,159.28,74.28,41.21,29.48,188.95,85.39
PM Gram Sadak Yojana,Infrastructure,West Bengal,2026,64015.9,206.01,6.37,58.65,120.82,44.53,96.07,96.82,310.74,70.86
PM Gram Sadak Yojana,Infrastructure,Madhya Pradesh,2022,77559.78,486.99,20.58,69.92,340.5,47.83,73.33,87.62,159.26,238.08
PM Gram Sadak Yojana,Infrastructure,Madhya Pradesh,2023,95684.95,207.96,13.88,67.87,141.14,95.81,42.48,27.56,460.11,95.79
PM Gram Sadak Yojana,Infrastructure,Madhya Pradesh,2024,50545.16,276.86,32.99,55.72,154.27,58.29,33.45,89.77,182.57,85.96
PM Gram Sadak Yojana,Infrastructure,Madhya Pradesh,2025,55101.05,317.51,29.28,53.0,168.28,66.43,87.79,61.07,173.54,89.19
PM Gram Sadak Yojana,Infrastructure,Madhya Pradesh,2026,66665.46,53.48,-4.47,72.12,38.57,97.64,53.54,33.79,1246.55,27.82
PM Gram Sadak Yojana,Infrastructure,Odisha,2022,77672.08,206.93,83.98,63.78,131.98,81.79,92.01,73.61,375.35,84.18
PM Gram Sadak Yojana,Infrastructure,Odisha,2023,68996.22,440.26,0.26,76.68,337.59,44.68,81.22,47.88,156.72,258.86
PM Gram Sadak Yojana,Infrastructure,Odisha,2024,70922.77,76.06,51.5,93.78,71.33,58.96,49.76,58.22,932.46,66.89
PM Gram Sadak Yojana,Infrastructure,Odisha,2025,84169.08,279.05,53.72,75.71,211.27,64.32,37.82,54.83,301.63,159.95
PM Gram Sadak Yojana,Infrastructure,Odisha,2026,79678.84,433.96,-2.93,66.26,287.54,51.14,87.49,63.37,183.61,190.52
PM Gram Sadak Yojana,Infrastructure,Assam,2022,50558.15,447.01,49.34,50.95,227.75,94.48,66.08,72.07,113.1,116.04
PM Gram Sadak Yojana,Infrastructure,Assam,2023,62446.65,389.94,52.39,74.64,291.05,93.91,66.84,35.49,160.14,217.24
PM Gram Sadak Yojana,Infrastructure,Assam,2024,48923.07,189.31,47.43,71.44,135.24,91.07,74.6,38.63,258.43,96.62
PM Gram Sadak Yojana,Infrastructure,Assam,2025,62115.38,236.58,0.29,57.73,136.58,75.17,99.87,62.98,262.56,78.85
PM Gram Sadak Yojana,Infrastructure,Assam,2026,77617.47,200.48,15.18,92.14,184.72,64.93,66.55,65.35,387.16,170.2
PM Gram Sadak Yojana,Infrastructure,Telangana,2022,69075.9,221.11,79.57,96.45,213.26,59.94,88.24,96.06,312.41,205.69
PM Gram Sadak Yojana,Infrastructure,Telangana,2023,52893.4,371.34,36.74,71.84,266.77,44.31,45.04,87.44,142.44,191.65
PM Gram Sadak Yojana,Infrastructure,Telangana,2024,52212.52,227.29,51.29,86.57,196.76,94.44,65.89,66.17,229.72,170.34
PM Gram Sadak Yojana,Infrastructure,Telangana,2025,82870.75,118.33,53.65,88.61,104.85,61.26,74.75,58.15,700.34,92.91
PM Gram Sadak Yojana,Infrastructure,Telangana,2026,62567.11,283.4,36.75,78.29,221.87,67.66,41.46,90.22,220.77,173.7
PM Gram Sadak Yojana,Infrastructure,Andhra Pradesh,2022,87587.79,37.85,-1.01,89.38,33.83,83.32,88.92,23.5,2314.08,30.24
PM Gram Sadak Yojana,Infrastructure,Andhra Pradesh,2023,87376.26,116.15,61.44,55.61,64.59,78.2,35.2,54.0,752.27,35.92
PM Gram Sadak Yojana,Infrastructure,Andhra Pradesh,2024,65060.14,372.27,82.7,87.79,326.82,74.37,90.53,80.12,174.77,286.92
PM Gram Sadak Yojana,Infrastructure,Andhra Pradesh,2025,56515.7,81.15,29.77,54.61,44.32,56.13,31.25,37.37,696.43,24.2
PM Gram Sadak Yojana,Infrastructure,Andhra Pradesh,2026,71630.13,272.08,2.45,73.04,198.73,40.95,41.13,50.52,263.27,145.15
Bharatmala Pariyojana,Infrastructure,Karnataka,2022,37524.08,123.71,37.56,58.7,72.62,48.38,56.16,62.79,303.32,42.63
Bharatmala Pariyojana,Infrastructure,Karnataka,2023,35579.93,262.33,49.85,87.25,228.88,77.81,36.27,54.03,135.63,199.7
Bharatmala Pariyojana,Infrastructure,Karnataka,2024,35524.09,209.26,30.7,91.79,192.08,82.66,99.3,88.37,169.76,176.31
Bharatmala Pariyojana,Infrastructure,Karnataka,2025,48640.87,440.17,71.82,75.04,330.3,49.56,42.9,90.06,110.5,247.86
Bharatmala Pariyojana,Infrastructure,Karnataka,2026,30274.23,42.21,20.34,57.45,24.25,62.56,89.24,43.34,717.23,13.93
Bharatmala Pariyojana,Infrastructure,Maharashtra,2022,47335.06,129.36,13.24,87.11,112.69,66.94,77.03,88.76,365.92,98.16
Bharatmala Pariyojana,Infrastructure,Maharashtra,2023,47240.95,396.26,1.07,70.69,280.12,78.08,80.53,85.81,119.22,198.02
Bharatmala Pariyojana,Infrastructure,Maharashtra,2024,37905.31,233.67,0.54,82.75,193.36,47.76,40.26,89.27,162.22,160.01
Bharatmala Pariyojana,Infrastructure,Maharashtra,2025,28226.71,252.66,20.27,54.49,137.67,83.21,69.77,27.89,111.72,75.02
Bharatmala Pariyojana,Infrastructure,Maharashtra,2026,32246.8,331.02,0.09,59.13,195.73,96.08,82.94,35.18,97.42,115.74
Bharatmala Pariyojana,Infrastructure,Tamil Nadu,2022,51617.23,105.58,28.62,86.72,91.56,95.26,48.96,67.9,488.89,79.4
Bharatmala Pariyojana,Infrastructure,Tamil Nadu,2023,54185.89,290.74,29.77,55.15,160.34,49.67,73.42,60.5,186.37,88.43
Bharatmala Pariyojana,Infrastructure,Tamil Nadu,2024,44168.12,162.97,-1.31,99.5,162.16,59.51,64.42,95.01,271.02,161.35
Bharatmala Pariyojana,Infrastructure,Tamil Nadu,2025,49800.33,207.82,15.18,86.47,179.7,60.95,33.0,45.43,239.63,155.39
Bharatmala Pariyojana,Infrastructure,Tamil Nadu,2026,51688.56,175.07,69.16,81.06,141.91,59.43,70.4,26.5,295.25,115.03
Bharatmala Pariyojana,Infrastructure,Kerala,2022,35717.44,384.91,83.93,76.44,294.23,68.67,79.84,67.35,92.79,224.91
Bharatmala Pariyojana,Infrastructure,Kerala,2023,33952.35,275.98,2.49,71.83,198.24,70.17,52.78,27.79,123.02,142.4
Bharatmala Pariyojana,Infrastructure,Kerala,2024,47648.6,410.09,83.59,64.71,265.37,56.73,57.52,92.35,116.19,171.72
Bharatmala Pariyojana,Infrastructure,Kerala,2025,34934.04,62.47,30.05,84.52,52.8,90.06,97.38,41.73,559.21,44.63
Bharatmala Pariyojana,Infrastructure,Kerala,2026,29834.58,111.51,81.35,93.41,104.16,42.14,86.46,55.96,267.55,97.3
Bharatmala Pariyojana,Infrastructure,Uttar Pradesh,2022,46239.28,70.96,60.83,93.21,66.14,48.49,58.32,67.72,651.62,61.65
Bharatmala Pariyojana,Infrastructure,Uttar Pradesh,2023,53323.73,366.49,63.05,95.55,350.18,84.7,81.91,56.11,145.5,334.6
Bharatmala Pariyojana,Infrastructure,Uttar Pradesh,2024,43607.98,132.62,6.85,57.68,76.5,75.15,59.31,85.51,328.82,44.13
Bharatmala Pariyojana,Infrastructure,Uttar Pradesh,2025,46946.99,452.19,46.83,51.34,232.15,40.09,93.68,43.68,103.82,119.19
Bharatmala Pariyojana,Infrastructure,Uttar Pradesh,2026,28382.43,168.79,44.85,70.28,118.63,89.36,69.59,31.54,168.15,83.37
Bharatmala Pariyojana,Infrastructure,Bihar,2022,36949.32,126.15,44.53,64.39,81.23,66.72,46.53,87.6,292.9,52.3
Bharatmala Pariyojana,Infrastructure,Bihar,2023,51138.72,315.91,30.07,71.13,224.71,97.65,69.2,86.05,161.88,159.84
Bharatmala Pariyojana,Infrastructure,Bihar,2024,53479.49,38.44,-3.64,58.74,22.58,56.62,47.69,92.54,1391.25,13.26
Bharatmala Pariyojana,Infrastructure,Bihar,2025,44776.13,160.95,72.87,93.21,150.02,40.41,65.91,72.99,278.2,139.83
Bharatmala Pariyojana,Infrastructure,Bihar,2026,43388.09,434.72,44.21,74.22,322.65,84.91,45.61,93.24,99.81,239.47
Bharatmala Pariyojana,Infrastructure,Rajasthan,2022,54327.4,47.78,77.08,69.66,33.28,61.63,63.19,28.63,1137.03,23.18
Bharatmala Pariyojana,Infrastructure,Rajasthan,2023,32301.4,335.1,12.85,63.42,212.52,50.22,67.51,42.98,96.39,134.78
Bharatmala Pariyojana,Infrastructure,Rajasthan,2024,56112.35,278.64,59.61,82.88,230.94,51.45,81.37,80.16,201.38,191.4
Bharatmala Pariyojana,Infrastructure,Rajasthan,2025,37713.67,411.6,26.32,86.01,354.02,50.86,64.89,79.53,91.63,304.49
Bharatmala Pariyojana,Infrastructure,Rajasthan,2026,34072.06,327.66,74.75,67.05,219.7,48.14,58.59,26.07,103.99,147.31
Bharatmala Pariyojana,Infrastructure,Gujarat,2022,32699.91,499.69,66.07,57.7,288.32,89.78,48.47,59.82,65.44,166.36
Bharatmala Pariyojana,Infrastructure,Gujarat,2023,37932.91,51.83,75.58,86.35,44.76,86.5,41.05,67.28,731.87,38.65
Bharatmala Pariyojana,Infrastructure,Gujarat,2024,55870.41,81.1,32.72,90.71,73.57,61.68,57.89,80.65,688.91,66.74
Bharatmala Pariyojana,Infrastructure,Gujarat,2025,46848.21,62.93,74.73,59.5,37.44,74.91,51.25,58.64,744.45,22.28
Bharatmala Pariyojana,Infrastructure,Gujarat,2026,31089.23,208.78,36.12,62.76,131.03,96.42,41.89,56.0,148.91,82.23
Bharatmala Pariyojana,Infrastructure,Punjab,2022,52678.49,161.17,54.18,88.94,143.34,74.78,76.37,34.42,326.85,127.49
Bharatmala Pariyojana,Infrastructure,Punjab,2023,33827.15,427.82,80.18,67.03,286.77,57.91,65.78,37.17,79.07,192.22
Bharatmala Pariyojana,Infrastructure,Punjab,2024,34380.16,451.2,24.61,98.15,442.85,94.56,67.11,66.91,76.2,434.66
Bharatmala Pariyojana,Infrastructure,Punjab,2025,44122.16,10.83,-4.16,83.56,9.05,86.68,57.27,33.69,4074.07,7.56
Bharatmala Pariyojana,Infrastructure,Punjab,2026,54655.03,180.62,65.73,54.37,98.2,63.01,57.72,51.18,302.6,53.39
Bharatmala Pariyojana,Infrastructure,West Bengal,2022,41075.89,377.7,17.88,64.47,243.5,78.25,67.83,82.86,108.75,156.98
Bharatmala Pariyojana,Infrastructure,West Bengal,2023,55559.72,275.64,83.06,78.91,217.51,61.18,32.45,55.66,201.57,171.64
Bharatmala Pariyojana,Infrastructure,West Bengal,2024,28699.51,367.61,19.95,57.73,212.22,97.1,83.67,72.48,78.07,122.51
Bharatmala Pariyojana,Infrastructure,West Bengal,2025,37778.18,114.8,48.73,56.68,65.07,78.07,53.22,93.36,329.08,36.88
Bharatmala Pariyojana,Infrastructure,West Bengal,2026,51901.61,185.45,31.4,63.47,117.71,54.17,66.41,72.09,279.87,74.71
Bharatmala Pariyojana,Infrastructure,Madhya Pradesh,2022,56680.5,379.9,1.38,86.97,330.4,56.93,47.45,30.81,149.2,287.35
Bharatmala Pariyojana,Infrastructure,Madhya Pradesh,2023,46189.05,419.05,34.26,90.77,380.37,59.59,61.79,23.11,110.22,345.26
Bharatmala Pariyojana,Infrastructure,Madhya Pradesh,2024,53719.68,44.73,76.39,76.14,34.06,54.74,67.79,61.69,1200.98,25.93
Bharatmala Pariyojana,Infrastructure,Madhya Pradesh,2025,54366.72,339.37,-2.45,90.29,306.42,51.51,83.39,63.78,160.2,276.67
Bharatmala Pariyojana,Infrastructure,Madhya Pradesh,2026,50837.05,408.42,83.68,99.37,405.85,62.02,85.88,76.25,124.47,403.29
Bharatmala Pariyojana,Infrastructure,Odisha,2022,34666.0,346.09,65.45,76.86,266.0,80.49,89.19,72.17,100.16,204.45
Bharatmala Pariyojana,Infrastructure,Odisha,2023,30143.58,260.19,53.72,86.06,223.92,61.53,72.09,53.13,115.85,192.71
Bharatmala Pariyojana,Infrastructure,Odisha,2024,40843.06,104.55,8.6,95.81,100.17,66.77,96.1,70.21,390.66,95.97
Bharatmala Pariyojana,Infrastructure,Odisha,2025,41420.23,54.45,74.65,71.52,38.94,74.44,42.74,96.32,760.7,27.85
Bharatmala Pariyojana,Infrastructure,Odisha,2026,28917.45,199.57,56.76,52.33,104.43,93.96,79.35,97.98,144.9,54.65
Bharatmala Pariyojana,Infrastructure,Assam,2022,38728.92,421.69,74.94,89.14,375.89,53.75,55.0,81.52,91.84,335.07
Bharatmala Pariyojana,Infrastructure,Assam,2023,45270.79,295.28,40.99,87.63,258.75,43.79,86.74,81.17,153.31,226.74
Bharatmala Pariyojana,Infrastructure,Assam,2024,36451.0,68.77,6.85,76.57,52.66,82.22,85.14,39.61,530.04,40.32
Bharatmala Pariyojana,Infrastructure,Assam,2025,54618.29,297.8,80.74,68.53,204.08,79.68,73.23,61.49,183.41,139.86
Bharatmala Pariyojana,Infrastructure,Assam,2026,42759.94,194.52,44.32,64.07,124.63,90.32,68.27,33.2,219.82,79.85
Bharatmala Pariyojana,Infrastructure,Telangana,2022,55634.8,423.38,59.34,78.58,332.69,56.59,43.03,54.96,131.41,261.43
Bharatmala Pariyojana,Infrastructure,Telangana,2023,50499.79,293.42,-1.21,70.72,207.51,77.67,81.49,83.28,172.11,146.75
Bharatmala Pariyojana,Infrastructure,Telangana,2024,53281.9,384.07,56.89,81.41,312.67,53.64,97.06,74.95,138.73,254.54
Bharatmala Pariyojana,Infrastructure,Telangana,2025,53546.63,455.08,58.52,67.99,309.41,77.99,87.99,60.57,117.66,210.37
Bharatmala Pariyojana,Infrastructure,Telangana,2026,48513.13,135.92,16.39,54.08,73.51,49.51,54.4,29.22,356.92,39.75
Bharatmala Pariyojana,Infrastructure,Andhra Pradesh,2022,37033.13,275.93,43.78,53.91,148.75,40.02,40.13,74.8,134.21,80.19
Bharatmala Pariyojana,Infrastructure,Andhra Pradesh,2023,38344.67,242.84,45.08,90.96,220.89,61.68,42.7,59.31,157.9,200.92
Bharatmala Pariyojana,Infrastructure,Andhra Pradesh,2024,51390.49,309.2,7.96,80.07,247.58,82.17,95.86,68.81,166.2,198.24
Bharatmala Pariyojana,Infrastructure,Andhra Pradesh,2025,35681.35,486.11,54.64,59.03,286.95,59.15,47.28,24.37,73.4,169.39
Bharatmala Pariyojana,Infrastructure,Andhra Pradesh,2026,53909.47,77.11,37.69,50.17,38.69,41.09,76.81,57.17,699.12,19.41
Sagarmala Programme,Infrastructure,Karnataka,2022,3134.44,478.99,2.46,79.86,382.52,83.54,95.69,93.12,6.54,305.48
Sagarmala Programme,Infrastructure,Karnataka,2023,3589.45,442.54,64.99,58.55,259.11,47.83,49.11,39.02,8.11,151.71
Sagarmala Programme,Infrastructure,Karnataka,2024,4679.66,476.53,20.79,92.07,438.74,45.59,57.1,93.42,9.82,403.95
Sagarmala Programme,Infrastructure,Karnataka,2025,3169.78,91.26,54.96,78.63,71.76,81.16,37.23,53.73,34.73,56.42
Sagarmala Programme,Infrastructure,Karnataka,2026,5583.87,490.29,53.02,84.85,416.01,47.46,44.65,40.54,11.39,352.98
Sagarmala Programme,Infrastructure,Maharashtra,2022,4888.98,176.54,57.24,68.79,121.44,80.88,43.81,61.14,27.69,83.54
Sagarmala Programme,Infrastructure,Maharashtra,2023,3259.5,345.58,29.69,56.31,194.6,40.71,46.74,24.87,9.43,109.58
Sagarmala Programme,Infrastructure,Maharashtra,2024,5122.9,188.64,31.17,71.67,135.2,59.61,82.1,67.47,27.16,96.9
Sagarmala Programme,Infrastructure,Maharashtra,2025,3095.39,84.49,76.95,91.84,77.6,54.28,31.83,70.76,36.64,71.27
Sagarmala Programme,Infrastructure,Maharashtra,2026,5455.81,153.86,65.37,59.73,91.9,50.05,98.86,98.33,35.46,54.89
Sagarmala Programme,Infrastructure,Tamil Nadu,2022,3828.37,337.39,60.54,75.78,255.67,60.08,90.56,74.2,11.35,193.75
Sagarmala Programme,Infrastructure,Tamil Nadu,2023,2917.8,432.04,7.07,60.59,261.77,66.4,84.75,83.42,6.75,158.61
Sagarmala Programme,Infrastructure,Tamil Nadu,2024,4845.46,481.74,64.75,98.53,474.66,65.71,97.93,29.25,10.06,467.68
Sagarmala Programme,Infrastructure,Tamil Nadu,2025,4713.46,120.64,67.4,98.39,118.7,48.46,55.11,67.52,39.07,116.79
Sagarmala Programme,Infrastructure,Tamil Nadu,2026,3909.03,416.38,-1.02,59.8,249.0,55.18,61.57,45.25,9.39,148.9
Sagarmala Programme,Infrastructure,Kerala,2022,3677.42,213.17,76.57,84.73,180.62,59.69,92.72,81.71,17.25,153.04
Sagarmala Programme,Infrastructure,Kerala,2023,3434.16,320.04,81.47,85.12,272.42,67.61,36.88,57.77,10.73,231.88
Sagarmala Programme,Infrastructure,Kerala,2024,3229.5,203.07,62.29,59.19,120.2,77.05,79.85,82.2,15.9,71.15
Sagarmala Programme,Infrastructure,Kerala,2025,4411.37,18.8,36.39,79.22,14.89,66.16,64.9,88.31,234.65,11.8
Sagarmala Programme,Infrastructure,Kerala,2026,3914.29,392.1,34.05,79.87,313.17,89.53,59.47,93.48,9.98,250.13
Sagarmala Programme,Infrastructure,Uttar Pradesh,2022,3776.51,272.12,67.51,98.63,268.39,83.52,86.89,54.93,13.88,264.71
Sagarmala Programme,Infrastructure,Uttar Pradesh,2023,4351.58,387.2,5.86,56.88,220.24,63.18,85.56,77.22,11.24,125.27
Sagarmala Programme,Infrastructure,Uttar Pradesh,2024,2760.8,445.42,38.72,51.4,228.95,54.92,39.58,95.01,6.2,117.68
Sagarmala Programme,Infrastructure,Uttar Pradesh,2025,3630.95,414.15,-0.82,60.84,251.97,43.86,87.69,27.3,8.77,153.3
Sagarmala Programme,Infrastructure,Uttar Pradesh,2026,3936.54,117.59,9.7,54.29,63.84,60.9,46.62,53.35,33.48,34.66
Sagarmala Programme,Infrastructure,Bihar,2022,5253.41,417.59,16.83,90.65,378.55,93.35,56.19,87.17,12.58,343.16
Sagarmala Programme,Infrastructure,Bihar,2023,5371.98,476.51,64.94,92.89,442.63,95.7,66.12,92.4,11.27,411.16
Sagarmala Programme,Infrastructure,Bihar,2024,4033.82,449.12,2.65,75.51,339.13,71.12,65.21,46.41,8.98,256.08
Sagarmala Programme,Infrastructure,Bihar,2025,3047.62,47.11,29.3,52.71,24.83,59.02,69.83,71.94,64.69,13.09
Sagarmala Programme,Infrastructure,Bihar,2026,4906.23,203.53,51.89,98.76,201.01,79.79,83.98,88.03,24.11,198.52
Sagarmala Programme,Infrastructure,Rajasthan,2022,3855.25,195.81,14.46,81.69,159.96,54.79,86.13,59.56,19.69,130.67
Sagarmala Programme,Infrastructure,Rajasthan,2023,5486.43,80.46,84.47,75.88,61.05,97.71,52.1,45.65,68.19,46.32
Sagarmala Programme,Infrastructure,Rajasthan,2024,3905.04,411.25,40.77,68.52,281.79,67.18,67.62,21.02,9.5,193.08
Sagarmala Programme,Infrastructure,Rajasthan,2025,3386.5,192.46,26.77,80.02,154.01,53.24,36.53,33.45,17.6,123.24
Sagarmala Programme,Infrastructure,Rajasthan,2026,2819.11,171.58,64.55,95.89,164.53,61.83,34.19,37.2,16.43,157.77
Sagarmala Programme,Infrastructure,Gujarat,2022,5190.13,263.91,-3.84,72.44,191.18,80.05,92.24,24.9,19.67,138.49
Sagarmala Programme,Infrastructure,Gujarat,2023,4122.38,481.76,55.68,58.74,282.99,68.09,43.64,40.32,8.56,166.23
Sagarmala Programme,Infrastructure,Gujarat,2024,2847.32,51.66,83.79,65.7,33.94,73.49,66.5,27.84,55.12,22.3
Sagarmala Programme,Infrastructure,Gujarat,2025,3552.4,294.44,71.12,55.73,164.09,49.9,92.91,92.11,12.06,91.45
Sagarmala Programme,Infrastructure,Gujarat,2026,5107.17,461.37,5.75,63.19,291.54,86.14,84.64,62.76,11.07,184.22
Sagarmala Programme,Infrastructure,Punjab,2022,3476.24,309.84,26.99,53.28,165.08,65.88,93.02,33.23,11.22,87.95
Sagarmala Programme,Infrastructure,Punjab,2023,3173.43,65.41,-4.4,91.13,59.61,84.68,92.2,53.97,48.52,54.32
Sagarmala Programme,Infrastructure,Punjab,2024,4255.74,194.77,51.67,57.05,111.12,44.92,79.79,34.0,21.85,63.39
Sagarmala Programme,Infrastructure,Punjab,2025,3344.71,287.56,65.31,64.46,185.36,44.35,31.81,81.26,11.63,119.48
Sagarmala Programme,Infrastructure,Punjab,2026,3196.12,43.92,49.8,75.96,33.36,63.37,71.93,52.88,72.77,25.34
Sagarmala Programme,Infrastructure,West Bengal,2022,4999.13,115.36,39.82,70.78,81.65,88.23,74.88,58.09,43.34,57.79
Sagarmala Programme,Infrastructure,West Bengal,2023,3759.77,492.26,35.56,56.92,280.19,64.53,30.11,61.77,7.64,159.48
Sagarmala Programme,Infrastructure,West Bengal,2024,4691.11,371.64,10.94,51.84,192.66,66.6,99.89,46.46,12.62,99.87
Sagarmala Programme,Infrastructure,West Bengal,2025,3011.38,61.98,32.04,90.69,56.21,65.14,53.42,96.58,48.59,50.98
Sagarmala Programme,Infrastructure,West Bengal,2026,5030.46,118.19,64.61,51.54,60.92,58.89,61.42,28.56,42.56,31.4
Sagarmala Programme,Infrastructure,Madhya Pradesh,2022,3053.38,429.81,14.1,63.88,274.56,88.79,41.9,31.47,7.1,175.39
Sagarmala Programme,Infrastructure,Madhya Pradesh,2023,4089.83,499.71,83.52,88.84,443.94,47.56,30.82,96.98,8.18,394.4
Sagarmala Programme,Infrastructure,Madhya Pradesh,2024,4696.97,165.85,41.36,92.5,153.41,96.23,93.7,37.69,28.32,141.9
Sagarmala Programme,Infrastructure,Madhya Pradesh,2025,4837.28,131.33,25.62,60.63,79.63,91.3,90.23,40.35,36.83,48.28
Sagarmala Programme,Infrastructure,Madhya Pradesh,2026,5496.14,441.11,58.34,99.06,436.96,65.82,55.07,91.8,12.46,432.85
Sagarmala Programme,Infrastructure,Odisha,2022,3575.32,46.35,53.81,79.13,36.68,40.02,76.42,55.42,77.14,29.02
Sagarmala Programme,Infrastructure,Odisha,2023,3762.73,166.28,51.85,95.82,159.33,58.22,83.53,83.86,22.63,152.67
Sagarmala Programme,Infrastructure,Odisha,2024,3249.06,16.03,38.85,74.8,11.99,77.98,62.7,41.98,202.69,8.97
Sagarmala Programme,Infrastructure,Odisha,2025,5205.74,395.02,8.93,71.35,281.85,44.65,37.47,94.09,13.18,201.1
Sagarmala Programme,Infrastructure,Odisha,2026,3504.52,337.19,69.54,93.52,315.34,91.91,92.46,23.04,10.39,294.91
Sagarmala Programme,Infrastructure,Assam,2022,3779.42,152.74,49.67,54.33,82.98,80.45,35.6,65.62,24.74,45.08
Sagarmala Programme,Infrastructure,Assam,2023,2910.32,109.22,0.83,99.12,108.26,71.31,90.66,50.37,26.65,107.31
Sagarmala Programme,Infrastructure,Assam,2024,4232.64,372.64,51.58,56.78,211.58,83.77,61.44,46.46,11.36,120.14
Sagarmala Programme,Infrastructure,Assam,2025,3672.4,431.1,41.29,58.46,252.02,93.47,92.57,35.64,8.52,147.33
Sagarmala Programme,Infrastructure,Assam,2026,4392.21,447.96,13.15,68.76,308.02,81.93,97.01,87.61,9.8,211.79
Sagarmala Programme,Infrastructure,Telangana,2022,4500.66,362.93,70.33,99.14,359.81,85.4,66.65,38.39,12.4,356.72
